MONTH,COUNTRY,REGION,CAUSE,EVENT_VALIDITY,EQ_MAGNITUDE,EQ_DEPTH,TS_INTENSITY
August,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,8.2,30.0,2.0
February,PORTUGAL,Northeast Atlantic Ocean,Earthquake,Definite Tsunami,7.8,22.0,
September,MEXICO,West Coast of North and Central America,Earthquake,Very Doubtful Tsunami,7.0,138.0,1.0
September,VENEZUELA,Caribbean Sea,Earthquake,Questionable Tsunami,6.2,107.0,
August,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Definite Tsunami,7.6,25.0,1.0
July,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Questionable Tsunami,7.3,60.0,
June,JAPAN,Japan,Earthquake,Definite Tsunami,7.2,44.0,0.0
May,JAPAN,Japan,Earthquake,Definite Tsunami,7.5,33.0,-0.5
December,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.8,83.0,1.0
July,RUSSIA,Black Sea and Caspian Sea,Earthquake,Definite Tsunami,5.5,,1.0
August,USA,West Coast of North and Central America,Earthquake and Landslide,Event that only caused a seiche or disturbance in an inland river,7.5,5.0,
April,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Very Doubtful Tsunami,7.4,35.0,0.0
September,UKRAINE,Black Sea and Caspian Sea,Earthquake,Definite Tsunami,6.8,17.0,2.0
August,TURKEY,Mediterranean Sea,Earthquake,Questionable Tsunami,7.8,60.0,
September,USA,"East Coast USA and Canada, St Pierre and Miquelon",Earthquake,Definite Tsunami,7.3,,
April,TURKEY,Mediterranean Sea,Earthquake,Very Doubtful Tsunami,6.7,,3.0
May,MEXICO,West Coast of North and Central America,Earthquake,Probable Tsunami,7.9,,
October,UKRAINE,Black Sea and Caspian Sea,Earthquake,Very Doubtful Tsunami,5.6,18.0,3.0
February,USA,"East Coast USA and Canada, St Pierre and Miquelon",Earthquake,Event that only caused a seiche or disturbance in an inland river,8.8,,
January,USA,"East Coast USA and Canada, St Pierre and Miquelon",Earthquake,Event that only caused a seiche or disturbance in an inland river,8.4,,
May,TURKEY,Mediterranean Sea,Earthquake,Questionable Tsunami,6.5,,2.0
December,USA,"East Coast USA and Canada, St Pierre and Miquelon",Earthquake,Event that only caused a seiche or disturbance in an inland river,8.5,,
August,USA,"East Coast USA and Canada, St Pierre and Miquelon",Meteorological,Very Doubtful Tsunami,,,
October,FRANCE,Mediterranean Sea,Landslide,Definite Tsunami,,,
November,USA,Alaska (including Aleutian Islands),Landslide,Definite Tsunami,,,2.5
June,USA,"East Coast USA and Canada, St Pierre and Miquelon",Meteorological,Event that only caused a seiche or disturbance in an inland river,,,
September,JAPAN,Japan,Earthquake,Definite Tsunami,8.3,27.0,
June,PERU,West Coast of South America,Earthquake,Definite Tsunami,8.4,33.0,
November,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.5,33.0,
February,PERU,West Coast of South America,Earthquake,Definite Tsunami,7.5,10.0,1.9
January,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Definite Tsunami,7.9,24.0,1.8
October,MEXICO,West Coast of North and Central America,Earthquake,Definite Tsunami,8.0,33.0,2.5
May,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake and Landslide,Definite Tsunami,6.9,13.0,1.5
October,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Definite Tsunami,6.8,17.0,1.5
April,COSTA RICA,Caribbean Sea,Earthquake,Definite Tsunami,7.6,10.0,
August,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.6,36.0,
August,BANGLADESH,Indian Ocean (including west coast of Australia),Earthquake,Event that only caused a seiche or disturbance in an inland river,7.2,91.0,
September,SAMOA,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,7.7,25.0,-2.0
November,USA,"Hawaii, Johnston Atoll, Midway I",Earthquake and Landslide,Definite Tsunami,7.7,2.0,3.0
October,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Definite Tsunami,7.6,50.0,-1.5
July,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.9,47.0,1.0
October,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake and Landslide,Definite Tsunami,7.3,8.0,0.5
August,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Definite Tsunami,7.3,36.0,
September,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Definite Tsunami,7.9,5.0,
November,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Definite Tsunami,7.1,32.0,2.1
May,JAPAN,Japan,Earthquake,Definite Tsunami,7.8,24.0,2.0
August,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Definite Tsunami,7.8,23.0,2.5
August,TURKEY,Mediterranean Sea,Earthquake,Definite Tsunami,7.6,13.0,
February,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Definite Tsunami,8.2,33.0,1.8
June,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,7.8,18.0,2.5
July,JAPAN,Japan,Earthquake,Definite Tsunami,7.7,17.0,3.1
September,NICARAGUA,West Coast of North and Central America,Earthquake,Definite Tsunami,7.7,40.0,2.8
December,COLOMBIA,West Coast of South America,Earthquake,Definite Tsunami,7.7,24.0,2.5
August,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,8.0,33.0,3.0
February,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Definite Tsunami,6.9,13.0,2.0
August,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Definite Tsunami,8.0,33.0,2.5
December,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,7.8,28.0,2.7
July,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake and Landslide,Definite Tsunami,7.0,25.0,
December,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,9.1,30.0,
July,INDONESIA,Indian Ocean (including west coast of Australia),Landslide,Definite Tsunami,,,
March,USA,West Coast of North and Central America,Earthquake,Questionable Tsunami,,,
January,JAPAN,Japan,Earthquake,Definite Tsunami,6.6,28.0,
April,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,6.7,19.0,
March,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,8.6,30.0,
June,USA,West Coast of North and Central America,Earthquake,Definite Tsunami,7.2,10.0,
August,JAPAN,Japan,Earthquake,Definite Tsunami,7.2,36.0,
April,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.6,19.0,
May,ATLANTIC OCEAN,Northeast Atlantic Ocean,Earthquake,Definite Tsunami,7.7,33.0,
March,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,6.6,33.0,-3.0
April,ITALY,Mediterranean Sea,Landslide,Definite Tsunami,,,
March,ANTARCTICA,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Probable Tsunami,8.1,10.0,
November,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Questionable Tsunami,7.7,33.0,
January,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Questionable Tsunami,7.1,46.0,
November,JAPAN,Japan,Earthquake,Definite Tsunami,7.0,11.0,
May,USA,Alaska (including Aleutian Islands),Landslide,Probable Tsunami,,,
January,VENEZUELA,Caribbean Sea,Earthquake,Definite Tsunami,,,
June,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,6.6,26.0,
June,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,6.1,17.0,
November,GUADELOUPE (FRENCH TERRITORY),Caribbean Sea,Earthquake,Definite Tsunami,6.3,14.0,
July,MONTSERRAT,Caribbean Sea,Volcano,Definite Tsunami,,,
December,USA,"East Coast USA and Canada, St Pierre and Miquelon",Earthquake,Very Doubtful Tsunami,,,
April,JAPAN,Japan,Earthquake,Questionable Tsunami,7.0,,
February,CUBA,Caribbean Sea,Earthquake,Definite Tsunami,,,
May,TONGA,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,8.0,55.0,
May,MOROCCO,Mediterranean Sea,Earthquake,Questionable Tsunami,,,5.0
February,ITALY,Mediterranean Sea,Earthquake,Definite Tsunami,6.9,13.0,4.0
June,ICELAND,Northeast Atlantic Ocean,Earthquake,Questionable Tsunami,,,
February,USA TERRITORY,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Very Doubtful Tsunami,,,2.0
June,CANADA,"East Coast USA and Canada, St Pierre and Miquelon",Earthquake,Probable Tsunami,,,
September,CANADA,"East Coast USA and Canada, St Pierre and Miquelon",Landslide,Probable Tsunami,,,
August,USA,Alaska (including Aleutian Islands),Earthquake and Landslide,Definite Tsunami,,,
December,CANADA,"East Coast USA and Canada, St Pierre and Miquelon",Explosion,Definite Tsunami,,,
July,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,7.7,34.0,
February,ITALY,Mediterranean Sea,Earthquake,Definite Tsunami,7.0,,4.0
,USA,Alaska (including Aleutian Islands),Volcano,Questionable Tsunami,,,
May,MARTINIQUE (FRENCH TERRITORY),Caribbean Sea,Volcano and Landslide,Definite Tsunami,,,
May,SAINT VINCENT AND THE GRENADINES,Caribbean Sea,Volcano,Definite Tsunami,,,
April,CANADA,West Coast of North and Central America,Landslide,Definite Tsunami,,,
December,ITALY,Mediterranean Sea,Volcano and Landslide,Definite Tsunami,,,5.0
January,MONTSERRAT,Caribbean Sea,Volcano,Definite Tsunami,,,
May,MONTSERRAT,Caribbean Sea,Volcano,Definite Tsunami,,,
,USA TERRITORY,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Very Doubtful Tsunami,,,
November,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,8.3,10.0,
December,NEW CALEDONIA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,6.1,10.0,
November,CANADA,West Coast of North and Central America,Earthquake,Definite Tsunami,6.6,10.0,
February,JAPAN,Japan,Earthquake,Definite Tsunami,8.4,,
September,SAMOA,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,6.9,28.0,
February,JAMAICA,Caribbean Sea,Earthquake,Questionable Tsunami,,,
April,GREECE,Mediterranean Sea,Earthquake and Landslide,Definite Tsunami,5.5,38.0,
January,GREECE,Mediterranean Sea,Earthquake,Probable Tsunami,7.2,,
May,GREECE,Mediterranean Sea,Earthquake,Event that only caused a seiche or disturbance in an inland river,5.6,33.0,1.0
April,MONTENEGRO,Mediterranean Sea,Earthquake,Very Doubtful Tsunami,5.3,10.0,
February,COLOMBIA,West Coast of South America,Earthquake,Probable Tsunami,,,
December,AUSTRALIA,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,8.1,10.0,
November,JAPAN,Japan,Earthquake,Definite Tsunami,7.0,39.0,
November,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,7.5,10.0,
August,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake and Landslide,Definite Tsunami,7.2,28.0,
October,ALGERIA,Mediterranean Sea,Earthquake,Questionable Tsunami,5.9,,
October,ALGERIA,Mediterranean Sea,Earthquake and Landslide,Definite Tsunami,7.7,10.0,2.0
April,USA TERRITORY,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Questionable Tsunami,,,
September,JAPAN,Japan,Earthquake,Definite Tsunami,7.5,,
March,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Definite Tsunami,6.7,30.0,
November,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Volcano,Very Doubtful Tsunami,,,
March,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Volcano,Questionable Tsunami,,,
February,JAPAN,Japan,Earthquake,Definite Tsunami,7.9,,
October,JAPAN,Japan,Earthquake,Definite Tsunami,8.4,,
March,GREECE,Mediterranean Sea,Earthquake,Probable Tsunami,6.3,18.0,
January,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,8.1,10.0,
May,USA,West Coast of North and Central America,Volcano,Event that only caused a seiche or disturbance in an inland river,,,
March,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.1,34.0,
March,JAPAN,Japan,Earthquake,Definite Tsunami,6.7,8.0,
September,JAPAN,Japan,Earthquake,Definite Tsunami,6.2,10.0,
December,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.2,23.0,0.0
October,USA,"Hawaii, Johnston Atoll, Midway I",Earthquake,Definite Tsunami,6.7,39.0,
June,CHILE,West Coast of South America,Earthquake,Questionable Tsunami,,,
November,USA,West Coast of North and Central America,Landslide,Probable Tsunami,,,
April,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,8.1,10.0,
,GREECE,Mediterranean Sea,Earthquake,Questionable Tsunami,7.2,,3.0
June,ITALY,Mediterranean Sea,Volcano,Questionable Tsunami,,,3.0
January,GREECE,Mediterranean Sea,Earthquake,Probable Tsunami,7.3,,4.0
February,ITALY,Mediterranean Sea,Volcano,Probable Tsunami,,,
January,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,,,3.0
July,ITALY,Mediterranean Sea,Earthquake,Definite Tsunami,6.6,,2.0
March,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,,,4.0
January,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,,,4.0
May,ITALY,Mediterranean Sea,Volcano,Questionable Tsunami,,,3.0
April,GREECE,Mediterranean Sea,Earthquake,Questionable Tsunami,7.2,,4.0
May,ITALY,Mediterranean Sea,Volcano,Very Doubtful Tsunami,,,2.0
October,ITALY,Mediterranean Sea,Earthquake,Probable Tsunami,,,4.0
June,GREECE,Mediterranean Sea,Earthquake,Questionable Tsunami,7.0,,5.0
,GREECE,Mediterranean Sea,Volcano,Probable Tsunami,,,
August,TURKEY,Mediterranean Sea,Earthquake,Probable Tsunami,6.6,,3.0
,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,,,3.0
October,ITALY,Mediterranean Sea,Earthquake,Very Doubtful Tsunami,7.0,,4.0
,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,,,5.0
January,ITALY,Mediterranean Sea,Earthquake,Definite Tsunami,,,3.0
December,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,,,3.0
,GREECE,Mediterranean Sea,Earthquake,Questionable Tsunami,,,
January,ITALY,Mediterranean Sea,Earthquake,Definite Tsunami,7.4,,4.0
February,ITALY,Mediterranean Sea,Earthquake,Definite Tsunami,6.0,,3.0
July,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,,,3.0
January,ITALY,Mediterranean Sea,Earthquake,Very Doubtful Tsunami,,,3.0
September,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,,,3.0
January,CROATIA,Mediterranean Sea,Earthquake,Questionable Tsunami,,,3.0
April,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,5.7,,2.0
July,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,5.2,,3.0
July,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,3.2,,3.0
July,ITALY,Mediterranean Sea,Earthquake,Definite Tsunami,5.1,,4.0
January,ITALY,Mediterranean Sea,Earthquake,Very Doubtful Tsunami,5.0,,5.0
April,ITALY,Mediterranean Sea,Earthquake,Definite Tsunami,5.2,,3.0
June,ITALY,Mediterranean Sea,Volcano and Earthquake,Questionable Tsunami,,,3.0
,TURKEY,Mediterranean Sea,Earthquake,Questionable Tsunami,7.2,,2.0
,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,,,6.0
December,ITALY,Mediterranean Sea,Volcano and Earthquake,Probable Tsunami,,,5.0
November,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,,,3.0
November,ALGERIA,Mediterranean Sea,Earthquake,Probable Tsunami,,,2.0
August,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,,,2.0
February,ITALY,Mediterranean Sea,Earthquake,Very Doubtful Tsunami,6.9,,
August,USA,Alaska (including Aleutian Islands),Earthquake,Definite Tsunami,6.7,21.0,
August,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,6.2,5.0,
February,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Questionable Tsunami,6.1,25.0,
April,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Very Doubtful Tsunami,,,
July,JAPAN,Japan,Earthquake,Definite Tsunami,6.6,10.0,
January,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,4.1,,3.0
January,ITALY,Mediterranean Sea,Earthquake,Definite Tsunami,4.1,,5.0
July,GREECE,Mediterranean Sea,Earthquake,Probable Tsunami,7.2,,2.0
May,RUSSIA,Black Sea and Caspian Sea,Earthquake,Probable Tsunami,6.5,44.0,
May,MYANMAR (BURMA),Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,7.3,,
February,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,5.6,,3.0
October,ALGERIA,Mediterranean Sea,Earthquake,Probable Tsunami,,,4.0
March,ITALY,Mediterranean Sea,Earthquake,Probable Tsunami,6.9,18.0,
March,ITALY,Mediterranean Sea,Earthquake,Probable Tsunami,5.9,,3.0
August,ITALY,Mediterranean Sea,Volcano and Earthquake,Probable Tsunami,,,4.0
December,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,,,4.0
September,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,,,4.0
July,FRANCE,Mediterranean Sea,Earthquake,Definite Tsunami,5.8,,4.0
August,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,5.6,,4.0
March,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,,,3.0
July,ITALY,Mediterranean Sea,Earthquake,Definite Tsunami,6.7,,5.0
September,GREECE,Mediterranean Sea,Earthquake,Event that only caused a seiche or disturbance in an inland river,7.2,,3.0
March,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,7.0,,5.0
April,ITALY,Mediterranean Sea,Earthquake,Definite Tsunami,5.6,,3.0
February,ITALY,Mediterranean Sea,Earthquake,Event that only caused a seiche or disturbance in an inland river,6.7,,3.0
September,ITALY,Mediterranean Sea,Earthquake,Definite Tsunami,5.8,,3.0
December,CROATIA,Mediterranean Sea,Earthquake,Questionable Tsunami,,,3.0
February,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,,,3.0
April,CHILE,West Coast of South America,Earthquake and Landslide,Definite Tsunami,6.2,,
January,ALGERIA,Mediterranean Sea,Earthquake,Probable Tsunami,,,
August,PERU,West Coast of South America,Earthquake,Definite Tsunami,8.0,39.0,
October,TURKEY,Mediterranean Sea,Earthquake,Definite Tsunami,7.5,,5.0
,ITALY,Mediterranean Sea,Earthquake,Probable Tsunami,,,
February,ITALY,Mediterranean Sea,Earthquake and Landslide,Definite Tsunami,5.9,6.0,
December,GREECE,Mediterranean Sea,Earthquake,Questionable Tsunami,6.9,,3.0
August,TURKEY,Mediterranean Sea,Earthquake,Questionable Tsunami,7.1,,3.0
August,ITALY,Mediterranean Sea,Earthquake,Probable Tsunami,6.1,5.0,3.0
November,MEXICO,West Coast of North and Central America,Earthquake,Definite Tsunami,7.0,5.0,
October,TAIWAN,"China, North and South Korea, Philippines, Taiwan",Earthquake,Definite Tsunami,7.3,21.0,
July,VENEZUELA,Caribbean Sea,Earthquake,Definite Tsunami,6.5,10.0,
September,TURKEY,Black Sea and Caspian Sea,Earthquake,Definite Tsunami,6.6,38.0,
March,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Definite Tsunami,7.5,33.0,
September,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,8.4,34.0,
September,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,7.4,10.0,
November,CHILE,West Coast of South America,Earthquake,Definite Tsunami,7.7,40.0,
March,USA,Alaska (including Aleutian Islands),Earthquake,Definite Tsunami,6.0,29.0,
August,MYANMAR (BURMA),Indian Ocean (including west coast of Australia),Earthquake,Event that only caused a seiche or disturbance in an inland river,,,
January,FIJI,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Very Doubtful Tsunami,,,
July,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,,,1.0
March,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,,,3.0
March,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,,,5.0
April,ITALY,Mediterranean Sea,Earthquake,Very Doubtful Tsunami,,,
October,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,,,3.0
August,CROATIA,Mediterranean Sea,Earthquake,Questionable Tsunami,,,3.0
September,FRENCH POLYNESIA,"E Coast Australia, New Zealand, South Pacific Is.",Landslide,Definite Tsunami,,,
August,ITALY,Mediterranean Sea,Earthquake,Probable Tsunami,,,4.0
April,ITALY,Mediterranean Sea,Earthquake,Probable Tsunami,,,4.0
January,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,,,3.0
